Nom du port,Nom du Navire,Voyage,Voyage local,Service,ETA,ETD,Terminal,Date limite de livraison au port,Date limite Remise doc,Import,produit,poid du produit,year,month,day
sfax,NAF TS SFAX,2VZ0GN1MA,,MALTA TS B,2016-10-28 03:00:00,29/10/2016 04:00,O.M.M.P. SFAX,26/10/2016 15:00,--,varac solide:5120/,varac solide,5120.0,2016.0,10.0,28.0
sfax,FAS DAMMAM,1RSC3N1MA,,MALTA TS E,2016-10-28 04:00:00,01/11/2016 17:00,O.M.M.P. SFAX,26/10/2016 16:00,--,cereales:2860/,cereales,2860.0,2016.0,10.0,28.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2016-11-06 03:00:00,07/11/2016 04:00,O.M.M.P. SFAX,04/11/2016 15:00,--,varac solide:9000/conteneurs tonnage:750,varac solide,9000.0,2016.0,11.0,6.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2016-11-06 03:00:00,07/11/2016 04:00,O.M.M.P. SFAX,04/11/2016 15:00,--,conteneurs nombre EVP:290,conteneurs nombre EVP,290.0,2016.0,11.0,6.0
sfax,JANINA,1RSD1N1MA,,MALTA TS E,2016-11-08 21:00:00,11/11/2016 10:00,O.M.M.P. SFAX,07/11/2016 09:00,--,varac liquide:3058/conteneurs tonnage:900,varac liquide,3058.0,2016.0,11.0,8.0
sfax,NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,2016-11-13 03:00:00,14/11/2016 04:00,O.M.M.P. SFAX,11/11/2016 15:00,--,cereales:8830/conteneurs nombre EVP:900,cereales,8830.0,2016.0,11.0,13.0
sfax,CONTSHIP CUB,0TK1PN1MA,,Tyrrhenian Express 2,2016-11-14 10:30:00,17/11/2016 10:30,O.M.M.P. SFAX,12/11/2016 22:30,--,conteneurs nombre EVP:900,conteneurs nombre EVP,900.0,2016.0,11.0,14.0
sfax,JANINA,1RSD1N1MA,,MALTA TS E,2016-11-08 21:00:00,11/11/2016 10:00,O.M.M.P. SFAX,07/11/2016 09:00,--,varac solide:5066/varac liquide:702,varac solide,5066.0,2016.0,11.0,8.0
sfax,NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,2016-11-13 03:00:00,14/11/2016 04:00,O.M.M.P. SFAX,11/11/2016 15:00,--,conteneurs nombre EVP:900/cereales:9225,conteneurs nombre EVP,900.0,2016.0,11.0,13.0
sfax,CONTSHIP CUB,0TK1PN1MA,,Tyrrhenian Express 2,2016-11-14 10:30:00,17/11/2016 10:30,O.M.M.P. SFAX,12/11/2016 22:30,--,varac solide:1055/Hydrocarbures:7036,varac solide,1055.0,2016.0,11.0,14.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2016-11-06 03:00:00,07/11/2016 04:00,O.M.M.P. SFAX,04/11/2016 15:00,--,conteneurs tonnage:6025/cereales:12225,conteneurs tonnage,6025.0,2016.0,11.0,6.0
sfax,NICOLA,0TK1NN1MA,,Tyrrhenian Express 2,2016-11-08 00:00:00,11/11/2016 00:00,O.M.M.P. SFAX,06/11/2016 12:00,--,cereales:13900/varac liquide:548,cereales,13900.0,2016.0,11.0,8.0
sfax,NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,2016-11-13 03:00:00,14/11/2016 04:00,O.M.M.P. SFAX,11/11/2016 15:00,--,varac solide:3900/conteneurs tonnage:600,varac solide,3900.0,2016.0,11.0,13.0
sfax,FAS DAMMAM,1RSC3N1MA,,MALTA TS E,2016-11-28 03:00:00,01/12/2016 17:00,O.M.M.P. SFAX,26/11/2016 15:00,--,Hydrocarbures:1263/varac liquide:2758 /varac solide:9244,Hydrocarbures,1263.0,2016.0,11.0,28.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2016-12-06 03:00:00,07/12/2016 04:00,O.M.M.P. SFAX,04/12/2016 15:00,--,cereales:12225/conteneurs nombre EVP:900,cereales,12225.0,2016.0,12.0,6.0
sfax,WILHELMINE,0WE0AN1MA,,Westmed Service,2016-11-25 19:00:00,28/11/2016 19:00,O.M.M.P. SFAX,24/11/2016 07:00,--,conteneurs tonnage:670/conteneurs nombre EVP:505,conteneurs tonnage,670.0,2016.0,11.0,25.0
sfax,NAF TS SFAX,2VZ0GN1MA,,MALTA TS B,2016-11-28 03:00:00,29/11/2016 04:00,O.M.M.P. SFAX,26/11/2016 15:00,--,cereales:5900/Hydrocarbures:5000,cereales,5900.0,2016.0,11.0,28.0
sfax,FAS DAMMAM,1RSC3N1MA,,MALTA TS E,2016-11-28 09:00:00,01/12/2016 22:00,O.M.M.P. SFAX,26/11/2016 21:00,--,varac liquide:1058 /varac solide:5040,varac liquide,1058.0,2016.0,11.0,28.0
sfax,FAS DAMMAM,1RSCDS1MA,,MALTA TS E,2016-12-04 06:00:00,06/12/2016 18:00,O.M.M.P. SFAX,02/12/2016 18:00,--,varac solide:3040/cereales:7680,varac solide,3040.0,2016.0,12.0,4.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2016-12-06 03:00:00,07/12/2016 04:00,O.M.M.P. SFAX,04/12/2016 15:00,--,cereales:6860/conteneurs tonnage:900,cereales,6860.0,2016.0,12.0,6.0
sfax,NAF TS SFAX,2VZ0GN1MA,,MALTA TS B,2016-11-28 03:00:00,29/11/2016 04:00,O.M.M.P. SFAX,26/11/2016 15:00,--,varac solide:5120/,varac solide,5120.0,2016.0,11.0,28.0
sfax,FAS DAMMAM,1RSC3N1MA,,MALTA TS E,2016-11-28 04:00:00,01/12/2016 17:00,O.M.M.P. SFAX,26/11/2016 16:00,--,cereales:2860/,cereales,2860.0,2016.0,11.0,28.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2016-12-06 03:00:00,07/12/2016 04:00,O.M.M.P. SFAX,04/12/2016 15:00,--,varac solide:9000/conteneurs tonnage:750,varac solide,9000.0,2016.0,12.0,6.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2016-12-06 03:00:00,07/12/2016 04:00,O.M.M.P. SFAX,04/12/2016 15:00,--,conteneurs nombre EVP:290,conteneurs nombre EVP,290.0,2016.0,12.0,6.0
sfax,JANINA,1RSD1N1MA,,MALTA TS E,2016-12-08 21:00:00,11/12/2016 10:00,O.M.M.P. SFAX,07/12/2016 09:00,--,varac liquide:3058/conteneurs tonnage:900,varac liquide,3058.0,2016.0,12.0,8.0
sfax,NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,2016-12-13 03:00:00,14/12/2016 04:00,O.M.M.P. SFAX,11/12/2016 15:00,--,cereales:8830/conteneurs nombre EVP:900,cereales,8830.0,2016.0,12.0,13.0
sfax,CONTSHIP CUB,0TK1PN1MA,,Tyrrhenian Express 2,2016-12-14 10:30:00,17/12/2016 10:30,O.M.M.P. SFAX,12/12/2016 22:30,--,conteneurs nombre EVP:900,conteneurs nombre EVP,900.0,2016.0,12.0,14.0
sfax,JANINA,1RSD1N1MA,,MALTA TS E,2016-12-08 21:00:00,11/12/2016 10:00,O.M.M.P. SFAX,07/12/2016 09:00,--,varac solide:5066/varac liquide:702,varac solide,5066.0,2016.0,12.0,8.0
sfax,NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,2016-12-13 03:00:00,14/12/2016 04:00,O.M.M.P. SFAX,11/12/2016 15:00,--,conteneurs nombre EVP:900/cereales:9225,conteneurs nombre EVP,900.0,2016.0,12.0,13.0
sfax,CONTSHIP CUB,0TK1PN1MA,,Tyrrhenian Express 2,2016-12-14 10:30:00,17/12/2016 10:30,O.M.M.P. SFAX,12/12/2016 22:30,--,varac solide:1055/Hydrocarbures:7036,varac solide,1055.0,2016.0,12.0,14.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2016-12-06 03:00:00,07/12/2016 04:00,O.M.M.P. SFAX,04/12/2016 15:00,--,conteneurs tonnage:6025/cereales:12225,conteneurs tonnage,6025.0,2016.0,12.0,6.0
sfax,NICOLA,0TK1NN1MA,,Tyrrhenian Express 2,2016-12-08 00:00:00,11/12/2016 00:00,O.M.M.P. SFAX,06/12/2016 12:00,--,cereales:13900/varac liquide:548,cereales,13900.0,2016.0,12.0,8.0
sfax,NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,2016-12-13 03:00:00,14/12/2016 04:00,O.M.M.P. SFAX,11/12/2016 15:00,--,varac solide:3900/conteneurs tonnage:600,varac solide,3900.0,2016.0,12.0,13.0
sfax,FAS DAMMAM,1RSC3N1MA,,MALTA TS E,2016-12-28 03:00:00,01/01/2016 17:00,O.M.M.P. SFAX,26/12/2016 15:00,--,Hydrocarbures:1263/varac liquide:2758 /varac solide:9244,Hydrocarbures,1263.0,2016.0,12.0,28.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2016-01-06 03:00:00,07/01/2016 04:00,O.M.M.P. SFAX,04/01/2016 15:00,--,cereales:12225/conteneurs nombre EVP:900,cereales,12225.0,2016.0,1.0,6.0
sfax,WILHELMINE,0WE0AN1MA,,Westmed Service,2016-12-25 19:00:00,28/12/2016 19:00,O.M.M.P. SFAX,24/12/2016 07:00,--,conteneurs tonnage:670/conteneurs nombre EVP:505,conteneurs tonnage,670.0,2016.0,12.0,25.0
sfax,NAF TS SFAX,2VZ0GN1MA,,MALTA TS B,2016-12-28 03:00:00,29/12/2016 04:00,O.M.M.P. SFAX,26/12/2016 15:00,--,cereales:5900/Hydrocarbures:5000,cereales,5900.0,2016.0,12.0,28.0
sfax,FAS DAMMAM,1RSC3N1MA,,MALTA TS E,2016-12-28 09:00:00,01/01/2016 22:00,O.M.M.P. SFAX,26/12/2016 21:00,--,varac liquide:1058 /varac solide:5040,varac liquide,1058.0,2016.0,12.0,28.0
sfax,FAS DAMMAM,1RSCDS1MA,,MALTA TS E,2016-01-04 06:00:00,06/01/2016 18:00,O.M.M.P. SFAX,02/01/2016 18:00,--,varac solide:3040/cereales:7680,varac solide,3040.0,2016.0,1.0,4.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2016-01-06 03:00:00,07/01/2016 04:00,O.M.M.P. SFAX,04/01/2016 15:00,--,cereales:6860/conteneurs tonnage:900,cereales,6860.0,2016.0,1.0,6.0
sfax,NAF TS SFAX,2VZ0GN1MA,,MALTA TS B,2016-12-28 03:00:00,29/12/2016 04:00,O.M.M.P. SFAX,26/12/2016 15:00,--,varac solide:5120/,varac solide,5120.0,2016.0,12.0,28.0
sfax,FAS DAMMAM,1RSC3N1MA,,MALTA TS E,2016-12-28 04:00:00,01/01/2016 17:00,O.M.M.P. SFAX,26/12/2016 16:00,--,cereales:2860/,cereales,2860.0,2016.0,12.0,28.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2016-01-06 03:00:00,07/01/2016 04:00,O.M.M.P. SFAX,04/01/2016 15:00,--,varac solide:9000/conteneurs tonnage:750,varac solide,9000.0,2016.0,1.0,6.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2016-01-06 03:00:00,07/01/2016 04:00,O.M.M.P. SFAX,04/01/2016 15:00,--,conteneurs nombre EVP:290,conteneurs nombre EVP,290.0,2016.0,1.0,6.0
sfax,JANINA,1RSD1N1MA,,MALTA TS E,2016-01-08 21:00:00,11/01/2016 10:00,O.M.M.P. SFAX,07/01/2016 09:00,--,varac liquide:3058/conteneurs tonnage:900,varac liquide,3058.0,2016.0,1.0,8.0
sfax,NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,2016-01-13 03:00:00,14/01/2016 04:00,O.M.M.P. SFAX,11/01/2016 15:00,--,cereales:8830/conteneurs nombre EVP:900,cereales,8830.0,2016.0,1.0,13.0
sfax,CONTSHIP CUB,0TK1PN1MA,,Tyrrhenian Express 2,2016-01-14 10:30:00,17/01/2016 10:30,O.M.M.P. SFAX,12/01/2016 22:30,--,conteneurs nombre EVP:900,conteneurs nombre EVP,900.0,2016.0,1.0,14.0
sfax,JANINA,1RSD1N1MA,,MALTA TS E,2016-01-08 21:00:00,11/01/2016 10:00,O.M.M.P. SFAX,07/01/2016 09:00,--,varac solide:5066/varac liquide:702,varac solide,5066.0,2016.0,1.0,8.0
sfax,NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,2016-01-13 03:00:00,14/01/2016 04:00,O.M.M.P. SFAX,11/01/2016 15:00,--,conteneurs nombre EVP:900/cereales:9225,conteneurs nombre EVP,900.0,2016.0,1.0,13.0
sfax,CONTSHIP CUB,0TK1PN1MA,,Tyrrhenian Express 2,2016-01-14 10:30:00,17/01/2016 10:30,O.M.M.P. SFAX,12/01/2016 22:30,--,varac solide:1055/Hydrocarbures:7036,varac solide,1055.0,2016.0,1.0,14.0
sfax,NAF TS SFAX,2VZ1QN1MA,,MALTA TS B,2016-01-06 03:00:00,07/01/2016 04:00,O.M.M.P. SFAX,04/01/2016 15:00,--,conteneurs tonnage:6025/cereales:12225,conteneurs tonnage,6025.0,2016.0,1.0,6.0
sfax,NICOLA,0TK1NN1MA,,Tyrrhenian Express 2,2016-01-08 00:00:00,11/01/2016 00:00,O.M.M.P. SFAX,06/01/2016 12:00,--,cereales:13900/varac liquide:548,cereales,13900.0,2016.0,1.0,8.0
sfax,NAF TS SFAX,2VZ1SN1MA,,MALTA TS B,2016-01-13 03:00:00,14/01/2016 04:00,O.M.M.P. SFAX,11/01/2016 15:00,--,varac solide:3900/conteneurs tonnage:600,varac solide,3900.0,2016.0,1.0,13.0
"tunis, TN",ATLANTIC GREEN,240TTS,,Tunis Tanger Service,2016-01-07 18:00:00,14/01/2016 19:00,O.M.M.P. RADES,14/01/2016 07:00,--,Hydrocarbures: 12630,Hydrocarbures,12630.0,2016.0,1.0,7.0
"tunis, TN",BOTNIA SEAWAYS,0X65WN1MA,,SSLMED RORO Tunis,2016-01-14 07:00:00,14/01/2016 23:00,O.M.M.P. RADES,14/01/2016 11:00,--,Vrac solide: 115,Vrac solide,115.0,2016.0,1.0,14.0
"tunis, TN",DIONYSSIS A,JANSCMAFR,,CMA3PF,2016-01-03 15:00:00,16/01/2016 13:30,O.M.M.P. RADES,16/01/2016 01:30,--,Cereales: 1450,Cereales,1450.0,2016.0,1.0,3.0
"tunis, TN",MONT VENTOUX,0X65YN1MA,,SSLMED RORO Tunis,2016-01-15 21:00:00,17/01/2016 21:00,O.M.M.P. RADES,17/01/2016 09:00,--,Hydrocarbures: 7050/Vrac liquide: 189,Hydrocarbures,7050.0,2016.0,1.0,15.0
"tunis, TN",BOTNIA SEAWAYS,0X65ON1MA,,SSLMED RORO Tunis,2016-01-05 07:00:00,05/01/2016 21:00,O.M.M.P. RADES,05/01/2016 09:00,--,Cereales: 12600,Cereales,12600.0,2016.0,1.0,5.0
"tunis, TN",NAF TS TUNIS,2VZ2AN1MA,,MALTA TS B,2016-01-06 03:00:00,07/01/2016 04:00,O.M.M.P. RADES,06/01/2016 16:00,--,Cereales: 19800,Cereales,19800.0,2016.0,1.0,6.0
"tunis, TN",MONT VENTOUX,0X65QN1MA,,SSLMED RORO Tunis,2016-01-07 07:00:00,07/01/2016 23:00,O.M.M.P. RADES,07/01/2016 11:00,--,Hydrocarbures:4563/Vrac liquide:360,Hydrocarbures,4563.0,2016.0,1.0,7.0
"tunis, TN",BOTNIA SEAWAYS,0X65SN1MA,,SSLMED RORO Tunis,2016-01-08 21:00:00,10/01/2016 21:00,O.M.M.P. RADES,10/01/2016 09:00,--,Cereales: 17800,Cereales,17800.0,2016.0,1.0,8.0
"tunis, TN",EURONAF SPAIN 01,1RRLFN1MA,,EURONAF B,2016-01-11 01:30:00,11/01/2016 07:30,O.M.M.P. RADES,10/01/2016 19:30,--,Vrac solide: 120,Vrac solide,120.0,2016.0,1.0,11.0
"tunis, TN",JULIUS,JCPSCMAFR,,CMA3PF,2016-12-23 08:00:00,12/01/2016 08:00,O.M.M.P. RADES,11/01/2016 20:00,--,Vrac liquide: 640,Vrac liquide,640.0,2016.0,12.0,23.0
"tunis, TN",MONT VENTOUX,0X65UN1MA,,SSLMED RORO Tunis,2016-01-12 10:00:00,12/01/2016 21:00,O.M.M.P. RADES,12/01/2016 09:00,--,Hydrocarbures: 7456,Hydrocarbures,7456.0,2016.0,1.0,12.0
"tunis, TN",DANIEL,230TTS,,Tunis Tanger Service,2016-12-28 06:12:00,12/01/2016 22:00,O.M.M.P. RADES,12/01/2016 10:00,--,Vrac solide: 123,Vrac solide,123.0,2016.0,12.0,28.0
"tunis, TN",NAF TS TUNIS,2VZ2CN1MA,,MALTA TS B,2016-01-13 03:00:00,14/01/2016 04:00,O.M.M.P. RADES,13/01/2016 16:00,--,Vrac liquide: 280,Vrac liquide,280.0,2016.0,1.0,13.0
"tunis, TN",ATLANTIC GREEN,240TTS,,Tunis Tanger Service,2016-01-07 18:00:00,14/01/2016 19:00,O.M.M.P. RADES,14/01/2016 07:00,--,Vrac solide: 300,Vrac solide,300.0,2016.0,1.0,7.0
"tunis, TN",BOTNIA SEAWAYS,0X65WN1MA,,SSLMED RORO Tunis,2016-01-14 07:00:00,14/01/2016 23:00,O.M.M.P. RADES,14/01/2016 11:00,--,Vrac liquide: 780,Vrac liquide,780.0,2016.0,1.0,14.0
"tunis, TN",DIONYSSIS A,JANSCMAFR,,CMA3PF,2016-01-03 15:00:00,16/01/2016 13:30,O.M.M.P. RADES,16/01/2016 01:30,--,Vrac solide: 330,Vrac solide,330.0,2016.0,1.0,3.0
"tunis, TN",BOTNIA SEAWAYS,0X65ON1MA,,SSLMED RORO Tunis,2016-01-05 07:00:00,05/01/2016 21:00,O.M.M.P. RADES,05/01/2016 09:00,--,Cereales: 8526,Cereales,8526.0,2016.0,1.0,5.0
"tunis, TN",NAF TS TUNIS,2VZ2AN1MA,,MALTA TS B,2016-01-06 03:00:00,07/01/2016 04:00,O.M.M.P. RADES,06/01/2016 16:00,--,Cereales: 5466,Cereales,5466.0,2016.0,1.0,6.0
"tunis, TN",MONT VENTOUX,0X65QN1MA,,SSLMED RORO Tunis,2016-01-07 07:00:00,07/01/2016 23:00,O.M.M.P. RADES,07/01/2016 11:00,--,Vrac liquide: 190,Vrac liquide,190.0,2016.0,1.0,7.0
"tunis, TN",BOTNIA SEAWAYS,0X65SN1MA,,SSLMED RORO Tunis,2016-01-08 21:00:00,10/01/2016 21:00,O.M.M.P. RADES,10/01/2016 09:00,--,Vrac solide: 220,Vrac solide,220.0,2016.0,1.0,8.0
"tunis, TN",EURONAF SPAIN 01,1RRLFN1MA,,EURONAF B,2016-01-11 01:30:00,11/01/2016 07:30,O.M.M.P. RADES,10/01/2016 19:30,--,Cereales: 12000,Cereales,12000.0,2016.0,1.0,11.0
"tunis, TN",JULIUS,JCPSCMAFR,,CMA3PF,2016-12-23 08:00:00,12/01/2016 08:00,O.M.M.P. RADES,11/01/2016 20:00,--,Vrac liquide:310/Vrac solide: 250,Vrac liquide,310.0,2016.0,12.0,23.0
"tunis, TN",MONT VENTOUX,0X65UN1MA,,SSLMED RORO Tunis,2016-01-12 10:00:00,12/01/2016 21:00,O.M.M.P. RADES,12/01/2016 09:00,--,Hydrocarbures: 15748,Hydrocarbures,15748.0,2016.0,1.0,12.0
"tunis, TN",NAF TS TUNIS,2VZ2CN1MA,,MALTA TS B,2016-01-13 03:00:00,14/01/2016 04:00,O.M.M.P. RADES,13/01/2016 16:00,--,Cereales: 11300,Cereales,11300.0,2016.0,1.0,13.0
"tunis, TN",DANIEL,230TTS,,Tunis Tanger Service,2016-12-28 02:00:00,14/01/2016 14:18,O.M.M.P. RADES,14/01/2016 02:18,--,Vrac liquide: 410/voitures: 120/Cereales: 11300,Vrac liquide,410.0,2016.0,12.0,28.0
"tunis, TN",ATLANTIC GREEN,240TTS,,Tunis Tanger Service,2016-01-07 18:00:00,14/01/2016 19:00,O.M.M.P. RADES,14/01/2016 07:00,--,Cereales: 17000/varac liquide :320,Cereales,17000.0,2016.0,1.0,7.0
"tunis, TN",BOTNIA SEAWAYS,0X65WN1MA,,SSLMED RORO Tunis,2016-01-14 07:00:00,14/01/2016 23:00,O.M.M.P. RADES,14/01/2016 11:00,--,Cereales: 10300/voitures :250,Cereales,10300.0,2016.0,1.0,14.0
Nom du port,Nom du Navire,Voyage,Voyage local,Service,,ETD,Terminal,Date limite de livraison au port,Date limite Remise doc,Import,Import,,2017.9729166666666,5.9319444444444445,14.050694444444444
"tunis, TN",NAF TS TUNIS,2VZ0CN1MA,,MALTA TS B,2017-12-28 03:00:00,29/12/2017 04:00,O.M.M.P. RADES,28/12/2017 16:00,--,Hydrocarbures:2000/Cereales: 5010,Hydrocarbures,2000.0,2017.0,12.0,28.0
"tunis, TN",BOTNIA SEAWAYS,0X65KN1MA,,SSLMED RORO Tunis,2017-12-29 09:00:00,29/12/2017 23:00,O.M.M.P. RADES,29/12/2017 11:00,--,Hydrocarbures: 1602/Vrac liquide: 200,Hydrocarbures,1602.0,2017.0,12.0,29.0
"tunis, TN",REPULSE BAY,J7YSCMAFR,,CMA3PF,2017-12-21 08:00:00,01/01/2017 21:52,O.M.M.P. RADES,01/01/2017 09:52,--,Vrac liquide: 540/Cereales: 1200/Vrac solide: 420,Vrac liquide,540.0,2017.0,12.0,21.0
"tunis, TN",MONT VENTOUX,0X65MN1MA,,SSLMED RORO Tunis,2017-01-01 21:00:00,03/01/2017 21:00,O.M.M.P. RADES,03/01/2017 09:00,--,Cereales:4500/Vrac solide: 320,Cereales,4500.0,2017.0,1.0,1.0
"tunis, TN",EURONAF SPAIN 01,1RR53N1MA,,EURONAF B,2017-01-04 01:30:00,04/01/2017 07:30,O.M.M.P. RADES,03/01/2017 19:30,--,Hydrocarbures: 1500,Hydrocarbures,1500.0,2017.0,1.0,4.0
"tunis, TN",BOTNIA SEAWAYS,0X65ON1MA,,SSLMED RORO Tunis,2017-01-05 07:00:00,05/01/2017 21:00,O.M.M.P. RADES,05/01/2017 09:00,--,Cereales: 14520/voitues:140s,Cereales,14520.0,2017.0,1.0,5.0
"tunis, TN",NAF TS TUNIS,2VZ2AN1MA,,MALTA TS B,2017-01-06 03:00:00,07/01/2017 04:00,O.M.M.P. RADES,06/01/2017 16:00,--,Hydrocarbures:1700/Vrac liquide: 621,Hydrocarbures,1700.0,2017.0,1.0,6.0
"tunis, TN",MONT VENTOUX,0X65QN1MA,,SSLMED RORO Tunis,2017-01-07 07:00:00,07/01/2017 23:00,O.M.M.P. RADES,07/01/2017 11:00,--,Hydrocarbures: 1500/Vrac solide: 260,Hydrocarbures,1500.0,2017.0,1.0,7.0
"tunis, TN",BOTNIA SEAWAYS,0X65SN1MA,,SSLMED RORO Tunis,2017-01-08 21:00:00,10/01/2017 21:00,O.M.M.P. RADES,10/01/2017 09:00,--,Hydrocarbures: 2000,Hydrocarbures,2000.0,2017.0,1.0,8.0
"tunis, TN",ANNE,1RSAVN1MA,,MALTA TS E,2017-12-12 17:00:00,27/12/2017 20:00,O.M.M.P. RADES,27/12/2017 08:00,--,Vrac liquide: 410/Cereales: 4520,Vrac liquide,410.0,2017.0,12.0,12.0
"tunis, TN",MONT VENTOUX,0X65IN1MA,,SSLMED RORO Tunis,2017-12-27 10:00:00,27/12/2017 21:00,O.M.M.P. RADES,27/12/2017 09:00,--,Cereales:10450,Cereales,10450.0,2017.0,12.0,27.0
"tunis, TN",BF CARODA,232TTS,,Tunis Tanger Service,2017-12-09 07:12:00,27/12/2017 23:00,O.M.M.P. RADES,27/12/2017 11:00,--,Vrac solide: 300,Vrac solide,300.0,2017.0,12.0,9.0
"tunis, TN",NAF TS TUNIS,2VZ0CN1MA,,MALTA TS B,2017-12-28 03:00:00,29/12/2017 04:00,O.M.M.P. RADES,28/12/2017 16:00,--,Cereales:4600,Cereales,4600.0,2017.0,12.0,28.0
"tunis, TN",BOTNIA SEAWAYS,0X65KN1MA,,SSLMED RORO Tunis,2017-12-29 07:00:00,29/12/2017 23:00,O.M.M.P. RADES,29/12/2017 11:00,--,Hydrocarbures: 1750,Hydrocarbures,1750.0,2017.0,12.0,29.0
"tunis, TN",REPULSE BAY,J7YSCMAFR,,CMA3PF,2017-12-21 08:00:00,01/01/2017 21:52,O.M.M.P. RADES,01/01/2017 09:52,--,Hydrocarbures: 1800/Vrac solide: 180,Hydrocarbures,1800.0,2017.0,12.0,21.0
"tunis, TN",MONT VENTOUX,0X65MN1MA,,SSLMED RORO Tunis,2017-01-01 21:00:00,03/01/2017 21:00,O.M.M.P. RADES,03/01/2017 09:00,--,Cereales: 12300,Cereales,12300.0,2017.0,1.0,1.0
"tunis, TN",EURONAF SPAIN 01,1RR53N1MA,,EURONAF B,2017-01-04 01:30:00,04/01/2017 07:30,O.M.M.P. RADES,03/01/2017 19:30,--,Hydrocarbures: 1993,Hydrocarbures,1993.0,2017.0,1.0,4.0
"tunis, TN",BOTNIA SEAWAYS,0X65ON1MA,,SSLMED RORO Tunis,2017-01-05 07:00:00,05/01/2017 21:00,O.M.M.P. RADES,05/01/2017 09:00,--,Cereales: 1300,Cereales,1300.0,2017.0,1.0,5.0
"tunis, TN",NAF TS TUNIS,2VZ2AN1MA,,MALTA TS B,2017-01-06 03:00:00,07/01/2017 04:00,O.M.M.P. RADES,06/01/2017 16:00,--,Vrac solide: 220,Vrac solide,220.0,2017.0,1.0,6.0
"tunis, TN",MONT VENTOUX,0X65QN1MA,,SSLMED RORO Tunis,2017-01-07 07:00:00,07/01/2017 23:00,O.M.M.P. RADES,07/01/2017 11:00,--,Hydrocarbures: 900,Hydrocarbures,900.0,2017.0,1.0,7.0
"tunis, TN",BOTNIA SEAWAYS,0X65KN1MA,,SSLMED RORO Tunis,2017-12-29 09:00:00,29/12/2017 23:00,O.M.M.P. RADES,29/12/2017 11:00,--,Vrac solide: 140,Vrac solide,140.0,2017.0,12.0,29.0
"tunis, TN",REPULSE BAY,J7YSCMAFR,,CMA3PF,2017-12-21 08:00:00,01/01/2017 21:52,O.M.M.P. RADES,01/01/2017 09:52,--,Hydrocarbures:3500/Vrac liquide: 703,Hydrocarbures,3500.0,2017.0,12.0,21.0
"tunis, TN",MONT VENTOUX,0X65MN1MA,,SSLMED RORO Tunis,2017-01-01 21:00:00,03/01/2017 21:00,O.M.M.P. RADES,03/01/2017 09:00,--,Vrac solide: 160,Vrac solide,160.0,2017.0,1.0,1.0
"tunis, TN",EURONAF SPAIN 01,1RR53N1MA,,EURONAF B,2017-01-04 01:30:00,04/01/2017 07:30,O.M.M.P. RADES,03/01/2017 19:30,--,Hydrocarbures: 5000,Hydrocarbures,5000.0,2017.0,1.0,4.0
"tunis, TN",BOTNIA SEAWAYS,0X65ON1MA,,SSLMED RORO Tunis,2017-01-05 07:00:00,05/01/2017 21:00,O.M.M.P. RADES,05/01/2017 09:00,--,Vrac liquide: 360,Vrac liquide,360.0,2017.0,1.0,5.0
"tunis, TN",NAF TS TUNIS,2VZ2AN1MA,,MALTA TS B,2017-01-06 03:00:00,07/01/2017 04:00,O.M.M.P. RADES,06/01/2017 16:00,--,Hydrocarbures: 2056,Hydrocarbures,2056.0,2017.0,1.0,6.0
"tunis, TN",MONT VENTOUX,0X65QN1MA,,SSLMED RORO Tunis,2017-01-07 07:00:00,07/01/2017 23:00,O.M.M.P. RADES,07/01/2017 11:00,--,Hydrocarbures: 2500,Hydrocarbures,2500.0,2017.0,1.0,7.0
"tunis, TN",BOTNIA SEAWAYS,0X65SN1MA,,SSLMED RORO Tunis,2017-01-08 21:00:00,10/01/2017 21:00,O.M.M.P. RADES,10/01/2017 09:00,--,Hydrocarbures: 10000,Hydrocarbures,10000.0,2017.0,1.0,8.0
"tunis, TN",EURONAF SPAIN 01,1RRLFN1MA,,EURONAF B,2017-01-11 01:30:00,11/01/2017 07:30,O.M.M.P. RADES,10/01/2017 19:30,--,Hydrocarbures: 6000,Hydrocarbures,6000.0,2017.0,1.0,11.0
